address,score,grade,kind,pro_tx_hash,valid,status,stale,headers_synced,headers_target,headers_per_sec,filter_headers_synced,filters_synced,filters_per_sec,advertised_height,connect_ms,avg_ping_ms,bytes_received,timeouts,validation_failures,total_secs,error
85.209.241.167:9999,97.5,A,Regular,fb1f37866314d1cb069095cfdad2e6731d23fe795a50b61fb9e77d81c785cf95,TRUE,done,FALSE,52700,52611,5726.7,52700,52700,9589.2,2502700,422,257,26888191,0,0,13.45,
85.209.241.62:9999,97.5,A,Regular,91818a7d75a7f32059f644132f3e216677c939e757e52544461b80e7822453f9,TRUE,done,FALSE,52703,52611,5032.9,52703,52703,8857.5,2502703,459,253,26721190,0,0,15.2,
8.222.148.109:9999,97.5,A,Regular,f1712bfb50eec7e262f4afbd888ca488337d14aaa58c6817625f98fc3a8b1ad6,TRUE,done,FALSE,52693,52611,2235.8,52693,52693,4200,2502693,93,83,27569694,0,0,27.34,
85.209.241.246:9999,97.5,A,Regular,c6ba504560f725a9000dacdebecf869206872d2266c18e7ae90cdc5d5d507637,TRUE,done,FALSE,52689,52611,4981.7,52689,52689,8613.7,2502689,421,258,26640684,0,0,14.73,
85.209.241.25:9999,97.5,A,Regular,1dae0562add412b8ffc20aea22daeb376f0628d23727b0816ad2a47f1daaa8af,TRUE,done,FALSE,52701,52611,4810.2,52701,52701,8579.6,2502701,419,258,26566975,0,0,17.06,
85.209.241.223:9999,97.5,A,Regular,d70cf8ca85f804625a50e98d6e15dfc05247947e97d1dd8612ad618d7c723848,TRUE,done,FALSE,52691,52611,5988.7,52691,52691,10517.2,2502691,424,258,26386864,0,0,12.78,
85.209.241.4:9999,97.5,A,Regular,e6e9b72419080c3337870b7faf0a8adf5679c4a6b8e1a03eb1c00f8680bd04c1,TRUE,done,FALSE,52701,52611,6849,52701,52701,10846.1,2502701,432,258,26753244,0,0,12.13,
85.209.241.12:9999,97.5,A,Regular,1db75fc8dd1d2c9e4a40267f377ffb950c41ddc60ce6ae03ba85a99c55eebc8a,TRUE,done,FALSE,52700,52611,5181.3,52700,52700,9379.4,2502700,437,257,26853156,0,0,13.9,
85.209.241.235:9999,97.5,A,Regular,8267e020de39cdd069c037e480a8b6d88c6dd03cb66674dd61769801070a9ed5,TRUE,done,FALSE,52702,52611,5286,52702,52702,8811.8,2502702,431,258,26240891,0,0,14.72,
85.209.241.221:9999,97.5,A,Regular,f847a8ae9a77464f0d019b46d25a84a48c0c3af001606222b33892c6400ea880,TRUE,done,FALSE,52698,52611,4686.9,52698,52698,8232.7,2502698,456,256,27014792,0,0,15.52,
85.209.241.5:9999,97.5,A,Regular,519fbbe048f2d7e0e4c657ecc2c37721638eab35f37dd8d6411f284b8eb500ff,TRUE,done,FALSE,52703,52611,5741.1,52703,52703,9607.2,2502703,451,256,26710767,0,0,14.05,
85.209.241.33:9999,97.5,A,Regular,d0643120f6bcad7b1c318dc893d1ee016d377553fa0578d0a69e1547b252d8a0,TRUE,done,FALSE,52701,52611,4287.4,52701,52701,6627.4,2502701,422,259,26540002,0,0,18.91,
85.209.241.59:9999,97.5,A,Regular,f80b6d244b4e6cec6ee583d7d23b411738b922f198a1b4fca2012b7bfb84185c,TRUE,done,FALSE,52694,52611,5511.8,52694,52694,8738.7,2502694,427,259,26430786,0,0,14.61,
85.209.241.249:9999,97.5,A,Regular,c26a8ff8c92b1e7ac8db98d7a27b4016499eabf35c6cef174443318296f4f1f8,TRUE,done,FALSE,52703,52611,4493.6,52703,52703,8210.9,2502703,421,259,26793441,0,0,15.8,
85.209.241.225:9999,97.5,A,Regular,6f55603a40deef09e6f24f7cd95f95979f4db23fd37ee22db549392647b9df2c,TRUE,done,FALSE,52684,52611,6624.4,52684,52684,11856.9,2502684,428,259,26114165,0,0,12.42,
85.209.241.91:9999,97.5,A,Regular,04d7c1f9699497bf897e995fc903a4c554995b36a7616b29dac31310736b0e39,TRUE,done,FALSE,52689,52611,6209.8,52689,52689,10572,2502689,423,259,26822027,0,0,12.25,
85.209.241.214:9999,97.5,A,Regular,cff414142fbf65b8f4f1a2e9f92ede160627afefc99a40dcec39cf892ececcd3,TRUE,done,FALSE,52702,52611,6066.9,52702,52702,11093.5,2502702,423,259,26509221,0,0,12.92,
85.209.241.52:9999,97.5,A,Regular,eb04987a534c73eb753c5e81df85459e7b1c10144a080bfd568ff12a460719f5,TRUE,done,FALSE,52703,52611,5131.4,52703,52703,8829.1,2502703,486,253,26632640,0,0,15.15,
85.209.241.240:9999,97.5,A,Regular,7700d023df8e9e28201e9e6a25f7718f11a0523cc8dbe10adffa5fe17c1870e7,TRUE,done,FALSE,52703,52611,5532.1,52703,52703,9663.9,2502703,444,257,26850473,0,0,13.65,
85.209.241.26:9999,97.5,A,Regular,a84aceecae90e1ab4bab78ce3add599ba173a3b907a922017c6fe1cce0a3d149,TRUE,done,FALSE,52693,52611,6562.4,52693,52693,11013.5,2502693,428,259,26813066,0,0,12.78,
85.209.241.232:9999,97.5,A,Regular,d14d1026300c4c9b564cd0a1fa0d47592c9a449ae11393c8646d29507b453426,TRUE,done,FALSE,52681,52611,4671.4,52681,52681,7859.2,2502681,438,259,25631666,0,0,16.32,
85.209.241.14:9999,97.5,A,Regular,cf18872a9275b5ac3324311eb15889d4858983bd881e5148d866a0f3de26b771,TRUE,done,FALSE,52697,52611,5247,52697,52697,8821.9,2502697,427,260,26372516,0,0,14.62,
85.209.241.216:9999,97.5,A,Regular,2ec2525a08ff1165afce5751c8e48ebcdbe763f1ba87569755b25a3abbde19f9,TRUE,done,FALSE,52703,52611,4372.5,52703,52703,7844.2,2502703,461,257,26481096,0,0,16.5,
85.209.241.11:9999,97.5,A,Regular,edc86ce539068f1a8915b4e6efcae7e0ad4976be7d669172d98dc3201f84a128,TRUE,done,FALSE,52681,52611,5692.4,52681,52681,9382.6,2502681,420,261,26808836,0,0,13.82,
85.209.241.86:9999,97.5,A,Regular,20337991630bfdba682d97095115e5d134cb799eb2a6365ef19eb52b9bd6ed81,TRUE,done,FALSE,52698,52611,4827.6,52698,52698,8152.8,2502698,432,260,26422863,0,0,16.47,
85.209.241.239:9999,97.5,A,Regular,99f9bf4c6f3a69a3b17f5ffa4c55acc5c1c31bc2ee93dd5c8700b775d61a1a32,TRUE,done,FALSE,52687,52611,3928.1,52687,52687,7029.8,2502687,434,260,26020299,0,0,17.63,
85.209.241.127:9999,97.5,A,Regular,99e5c94a224e16bd2c219178d007f7e3a1fdbe0b1d2366e47a9c16ddfcd5b0b4,TRUE,done,FALSE,52701,52611,5256,52701,52701,8749.1,2502701,419,262,26608583,0,0,15.59,
85.209.241.23:9999,97.5,A,Regular,49b4aeefe0e05667a8c8b4d410c1223e95017411e8dddf0eba45756d54b97c50,TRUE,done,FALSE,52694,52611,3503.2,52694,52694,6422.6,2502693,502,254,26863838,0,0,20.01,
85.209.241.54:9999,97.5,A,Regular,c7ce60a8703e7acca8047d5bdd076adaa5890fca5fbfff473f6fa9552a960892,TRUE,done,FALSE,52700,52611,5787.6,52700,52700,10163.9,2502700,417,262,27071856,0,0,13.25,
85.209.241.234:9999,97.5,A,Regular,23b80b216b3ab1a6a434f78f25c523432810a010aaeca5895cb40b6bfd94b613,TRUE,done,FALSE,52660,52611,4121.5,52660,52660,7268.2,2502660,473,257,27301169,0,0,19.09,
85.209.241.165:9999,97.5,A,Regular,7a33d4052c9c473c766557b545b82ad9d64f3ded1fed9ebbf31e8dad41f813a0,TRUE,done,FALSE,52701,52611,5543.6,52701,52701,9335.7,2502701,449,260,26576997,0,0,14.12,
85.209.241.107:9999,97.5,A,Regular,3b061f275c19216cbcf75867dbc1bb6bc88fb2a05128d8384b88a37bf17f36b1,TRUE,done,FALSE,52701,52611,6054.3,52701,52701,10458.7,2502701,427,262,26809947,0,0,12.57,
85.209.241.218:9999,97.5,A,Regular,102e4aafc57f53ebcb2d1bbc7b311b1935bfb65f4c1bff95b71fc08a1161ee8a,TRUE,done,FALSE,52700,52611,4995.4,52700,52700,8835.9,2502700,426,262,26893643,0,0,14.7,
85.209.241.60:9999,97.5,A,Regular,45078eb575f1dc41ee3ffbb5c264de54c2aa0cdedb020e124e2d900d257b1486,TRUE,done,FALSE,52699,52611,4051.3,52699,52699,7799.5,2502698,432,262,26196069,0,0,17.19,
85.209.241.27:9999,97.5,A,Regular,b99909ff1034009f607ab77100eb1f202d56f75f8428860e5e422f03d4bc94bb,TRUE,done,FALSE,52701,52611,4848.4,52701,52701,9209.5,2502701,425,263,26887104,0,0,15.56,
85.209.241.87:9999,97.5,A,Regular,017747133afdd502ec40812b85821f55faa042676dd3147877904452852f7868,TRUE,done,FALSE,52696,52611,5606.2,52696,52696,9813.1,2502696,421,263,26947477,0,0,13.46,
85.209.241.103:9999,97.5,A,Regular,0c0fd6478c7af5942c7422c762b7f20a92cffbcd2513ca165f6846709aad3cd8,TRUE,done,FALSE,52702,52611,4596.8,52702,52702,8226.3,2502702,424,263,26970197,0,0,16.02,
85.209.241.224:9999,97.5,A,Regular,aeef7174ade91c392cbf9b12f589de9e3a7fdc2ca19b9ddf1d434701bc1cc589,TRUE,done,FALSE,52699,52611,5679.5,52699,52699,8707.3,2502699,425,263,26205585,0,0,14.72,
85.209.241.22:9999,97.5,A,Regular,7b4830d4e69ee32febfb89c048b7d2abda4291ebf665d2adc85f7be860af7458,TRUE,done,FALSE,52694,52611,5104.3,52694,52694,8782.7,2502694,424,263,26442166,0,0,14.74,
85.209.241.68:9999,97.5,A,Regular,3674bbfbcedfb2f567ff4bee945dd19075a21043486199fd03515bfdc99ddb9f,TRUE,done,FALSE,52701,52611,3883.2,52701,52701,7079.2,2502701,417,264,26476473,0,0,17.7,
85.209.241.236:9999,97.5,A,Regular,17d696dbd4af142ebd401481efeb54e55997d2383b8c886fa37a61699c5fcccd,TRUE,done,FALSE,52702,52611,6801.7,52702,52702,11269.8,2502702,444,262,26595506,0,0,12.15,
85.209.241.229:9999,97.5,A,Regular,0dd5b6471bf65757b6a86ebde9a0d372d871e1bc419b82f8e2f39615751ec165,TRUE,done,FALSE,52696,52611,4877.7,52696,52696,8223.9,2502696,425,264,26466427,0,0,16.48,
85.209.241.177:9999,97.4,A,Regular,bc5cbd52946dd5c58a699fd216898843c703d09e059ab23ffed30a0c0b83dc85,TRUE,done,FALSE,52698,52611,3428.9,52698,52698,7084,2502698,448,263,26531841,0,0,17.37,
85.209.241.247:9999,97.4,A,Regular,fa5ac466e5c2f460236cb10f09907d276cc7fabcc729631a8fcdf2b644a2a93c,TRUE,done,FALSE,52690,52611,5419.8,52690,52690,10270.4,2502690,501,257,27181143,0,0,14.32,
85.209.241.179:9999,97.4,A,Regular,6694e717e836919728aed0147a62c0b96574cb7a8607333ce60071e5943b7c1c,TRUE,done,FALSE,52674,52611,4878.8,52674,52674,8530.4,2502674,423,266,27012527,0,0,14.94,
85.209.241.172:9999,97.4,A,Regular,8d08b244760d29a9fd9d60a1518fc6d0aeeba57eaf9d43399dae9245a9cc4b47,TRUE,done,FALSE,52691,52611,3870.3,52691,52691,6661.9,2502691,432,267,25321017,0,0,18.36,
85.209.241.248:9999,97.4,A,Regular,9c67e114d30586d76c09de32f7155554a4c564777274b252463cbbaa7a85dc0c,TRUE,done,FALSE,52646,52611,3524.5,52646,52646,5987.9,2502646,504,262,25918911,0,0,22.58,
85.209.241.81:9999,97.4,A,Regular,6c7245034220851878592b2c43668c39906bf73131d6af543523087a623cfcb7,TRUE,done,FALSE,52701,52611,4632.5,52701,52701,8288.6,2502701,447,268,26648203,0,0,16.04,
123.193.64.166:9999,97.4,A,Regular,9a626410f5d25b52ff599d0e0a9abb38f0c73cc01522bc8feee72c210a04bad3,TRUE,done,FALSE,52642,52611,2910.6,52642,52642,4637.9,2502642,250,287,25978230,0,0,24.93,
85.209.241.46:9999,97.4,A,Regular,db6f3f00d9c02cccc9f3b68ab96eb8552638fa4344cfdf95ecae48779d584337,TRUE,done,FALSE,52688,52611,7496.6,52688,52688,12069.2,2502688,533,260,27449756,0,0,11.32,
85.209.241.92:9999,97.4,A,Regular,4ba0c9df6f8efdb644c0f4b135c8a0ad61375c7f83886f418feb82e6f049bd7a,TRUE,done,FALSE,52698,52611,6069.5,52698,52698,10806.5,2502698,431,270,26736551,0,0,13.09,
85.209.241.230:9999,97.4,A,Regular,e4f690b2d9d048bd215b17c751f0aaf94b04968d7dc80eea8cbe515b08132dda,TRUE,done,FALSE,52702,52611,4994.3,52702,52702,8123.4,2502702,429,271,25415587,0,0,15.5,
85.209.241.245:9999,97.4,A,Regular,a005dbf4898121924b9e43348d731ca8e638155ffd60d1e8aed7141944860136,TRUE,done,FALSE,52687,52611,4914.3,52687,52687,8459.1,2502687,436,270,26596847,0,0,14.91,
85.209.241.53:9999,97.4,A,Regular,bc185ac06ce342a9b578340c249095f5666e93151b26a90f18ec77c88974380c,TRUE,done,FALSE,52616,52611,2674.3,52616,52616,5114.4,2502615,614,253,27193788,0,0,25.55,
85.209.241.200:9999,97.4,A,Regular,2769677c079c4b3ddf0034da3ba079a1ede41f42b1eee1f2db234a88a36afb8f,TRUE,done,FALSE,52700,52611,5394.3,52700,52700,8809.1,2502700,434,271,26241043,0,0,14.68,
85.209.241.93:9999,97.3,A,Regular,41c9a900f09284449fe47d8f657c5d2ba6cb09daf154b1a5081b1a74cf7931a1,TRUE,done,FALSE,52701,52611,5163.4,52701,52701,8675.4,2502701,489,269,25826621,0,0,16.12,
85.209.241.45:9999,97.3,A,Regular,dc71d3cf2c06dd189b4a3f2816c6c7dd10f43b89e2f2a256069d8b6dd5c36c47,TRUE,done,FALSE,52691,52611,5931.1,52691,52691,10248.5,2502691,616,257,26772765,0,0,13.15,
85.209.241.8:9999,97.3,A,Regular,7dbc3e85be1bfe094530df1effb0c44cde6c79bae5d81cdc050feb6ddaaefb4c,TRUE,done,FALSE,52693,52611,4572.4,52693,52693,8621.8,2502693,415,277,27039695,0,0,16.13,
85.209.241.82:9999,97.3,A,Regular,27e834c645dd4fc4d040ddfa1b6841d7eddc3e0d2d6b068112c1db95b89a4e25,TRUE,done,FALSE,52680,52611,3547.6,52680,52680,5994.5,2502680,477,271,25129991,0,0,20.76,
85.209.241.42:9999,97.3,A,Regular,375289644ae6af657c6fbd1e28d9b96e8dbf178e75eae274481671ec8ef27d48,TRUE,done,FALSE,52691,52611,6120,52691,52691,11214.1,2502691,672,253,26786446,0,0,12.78,
85.209.241.243:9999,97.3,A,Regular,5fc464b615b8c054ab7a1af249045ded873002ebcb98a5fea41087c49b0f8558,TRUE,done,FALSE,52694,52611,6408.9,52694,52694,11095,2502694,636,259,25865552,0,0,12.31,
85.209.241.6:9999,97.3,A,Regular,3efe58eb42310477062eb56ffcfd5b7e69fdab90faeaf2d975fefb04342657f0,TRUE,done,FALSE,52703,52611,4670.8,52703,52703,7818.6,2502703,625,261,26208459,0,0,16.73,
85.209.241.63:9999,97.3,A,Regular,0c8237b41631443eef024453b7adeb6b08784921d7e563583f3d6e53d3b74271,TRUE,done,FALSE,52697,52611,5543.2,52697,52697,9918.2,2502697,569,269,26990784,0,0,13.25,
85.209.241.228:9999,97.2,A,Regular,32fb377f12efe177e54dc4d1d0dd4a8c8a9b2de64ad29f4b3d97b0a6dcdd9e21,TRUE,done,FALSE,52678,52611,5988.3,52678,52678,9981.5,2502678,451,281,26972019,0,0,13.69,
85.209.241.156:9999,97.2,A,Regular,234be551866460864d3ea51da153ea3fc429f399b6d264348045486b4f05d753,TRUE,done,FALSE,52694,52611,3755.7,52694,52694,6848.1,2502694,602,270,27038487,0,0,19.05,
85.209.241.13:9999,97.2,A,Regular,091cbde854a42236b1775646c77030916585e76cd135e2db5996da0b400d6145,TRUE,done,FALSE,52691,52611,6673.8,52691,52691,11408.7,2502691,433,289,26729448,0,0,12.04,
85.209.241.57:9999,97.2,A,Regular,57d9999f86b8dc5360f40121cb7d91790657824000eb66683ea50d0e043080d7,TRUE,done,FALSE,52702,52611,5213.7,52702,52702,9398.1,2502702,725,261,25817756,0,0,14.5,
128.199.17.79:9999,97.2,A,Regular,b43ee324cbdf7558f926b24c61331b7ca3fe324322fe48bb24db4195a816ec30,TRUE,done,FALSE,52647,52611,2377,52647,52647,4223,2502647,148,224,26547490,0,0,28.79,
85.209.241.73:9999,97.1,A,Regular,e24eb6f5bd3039aa8af8a1d17a67cd4ca047b49a70fd34709e29918b312747d8,TRUE,done,FALSE,52702,52611,5370.3,52702,52702,9505.6,2502702,856,254,27131972,0,0,14.44,
45.77.15.33:9999,97,A,Regular,1a6d84085a4656f99e2a2de0fae336aeec574c0e226b79b5c92225ec4a865306,TRUE,done,FALSE,52614,52611,5607.5,52614,52614,9557.6,2502614,298,318,26026707,0,0,13.11,
149.28.174.121:9999,97,A,Regular,e33619b5e53c84b7144590959680d3e0512121ee01bdad6b9120a88ccd7af8ef,TRUE,done,FALSE,52689,52611,7962,52689,52689,13798.2,2502689,340,320,26315966,0,0,10.28,
85.209.241.242:9999,96.9,A,Regular,aa3a0dce554a70e1374cb9654bd4a2fe2be2cdaa1a9c423ac64c8026efe1d78c,TRUE,done,FALSE,52700,52611,5058.8,52700,52700,9467.1,2502700,1016,256,26573744,0,0,14.38,
45.32.241.67:9999,96.9,A,Regular,71440b91191864171b1ef4dc75f521476b0aa1a8f7b5dc565c08ae2c7ff928ad,TRUE,done,FALSE,52687,52611,7126.6,52687,52687,13998.4,2502687,331,325,27059275,0,0,10.43,
85.209.241.219:9999,96.8,A,Regular,d2796627b732ef68d4b6a5172045b48654c50e1470ce3cb822c60a5f13ba8b6c,TRUE,done,FALSE,52696,52611,4876.6,52696,52696,8229.8,2502696,803,293,26932663,0,0,15.65,
167.172.87.128:9999,96.7,A,Regular,cb0c137e82e3668c12e214c83da0272952097236d1a5e6cb9782981b47b3d72e,TRUE,done,FALSE,52649,52611,2161.6,52649,52649,4035.3,2502648,91,107,27161330,0,0,31.5,
85.209.241.104:9999,96.6,A,Regular,c427ba10316b38882272b97d00e1ed9e6c94003681b6d5a604aeddd2ded56876,TRUE,done,FALSE,52698,52611,4643.6,52698,52698,8915.1,2502698,1286,257,26890103,0,0,16.62,
85.209.241.78:9999,96.6,A,Regular,3bc73c35048d733c7e1239c7b5a147d9752cb627da2c7c4427fe354525861eb2,TRUE,done,FALSE,52701,52611,2389.3,52701,52701,4284.9,2502701,421,261,26662302,0,0,27.28,
8.219.52.8:9999,96.5,A,Regular,cb3385d42cd728b5637040a6a66a80ca67a7f57e57d4a10207ea8991a3af538f,TRUE,done,FALSE,52697,52611,5587.4,52697,52697,10607.8,2502697,67,381,27497776,0,0,13.27,
82.180.146.192:9999,96.5,A,Regular,94caefb5364979e8c2168eabf23bdef4a956ddad5149a5a8bb3120df8475f1f6,TRUE,done,FALSE,52644,52611,4709.2,52644,52644,8449.4,2502644,364,360,27106901,0,0,15.65,
80.240.19.200:9999,96.4,A,Evo,e908bd2e479439b2b268dbdb655d00b717f84867ca602371c4736d047e8b019c,TRUE,done,FALSE,52653,52611,4655.9,52653,52653,8278.1,2502653,370,367,27014854,0,0,16.36,
51.38.27.202:9999,96.4,A,Regular,eff650dc6d989849422af806dd57b50a62268b2413d571dadb99c6da3c57a0a4,TRUE,done,FALSE,52642,52611,4948.1,52642,52642,9204.7,2502641,370,367,27184526,0,0,14.35,
209.38.120.93:9999,96.4,A,Regular,fa441bd85addb2280688561c67a84afc46433813c704292637b9f851d95b0c58,TRUE,done,FALSE,52637,52611,2245.7,52637,52637,4353.4,2502636,238,187,26271956,0,0,26.02,
139.99.201.103:9999,96.4,A,Evo,0d81cda8dcc4ec0cd7537813b658edf16e942696aa29e325e4fc82522e1c0ab7,TRUE,done,FALSE,52642,52611,2687,52642,52642,4930.9,2502642,382,367,26950719,0,0,25.82,
164.68.118.37:9999,96.4,A,Evo,09db231d391312adcffd98d551f21914edcfd0f28b74560e0c92bfd38680a074,TRUE,done,FALSE,52638,52611,4802.4,52638,52638,8547.5,2502638,388,370,27092727,0,0,16.24,
45.76.84.108:9999,96.4,A,Regular,2155901fe5462cded34ca926cdee74824abdad04221ebf690b1c08d4427870be,TRUE,done,FALSE,52687,52611,6447.6,52687,52687,11325.4,2502687,376,372,26965735,0,0,11.99,
185.243.115.219:9999,96.4,A,Regular,76ebaae24cb0fc7c0365cac229d6dd9b17cc50a62b46d99f4c9151a4315ab9cb,TRUE,done,FALSE,52642,52611,3880.9,52642,52642,6758,2502642,371,373,27438389,0,0,19.01,
45.63.116.79:9999,96.3,A,Regular,3d5f7488107dccc94371263543aadb5c370251a3353318d0a08adf3365f1569e,TRUE,done,FALSE,52640,52611,3593.4,52640,52640,6595.2,2502640,373,375,26831320,0,0,20.29,
51.68.35.98:9999,96.3,A,Evo,1df23f552c826f7bcf304e16b8d663357248f31c4721ef3647cb30980779d3b9,TRUE,done,FALSE,52642,52611,4014.3,52642,52642,7761.5,2502642,408,372,27477232,0,0,18.36,
54.37.38.226:9999,96.3,A,Regular,230285dba25d876d900402b0a4e49c7403149ac1603c4dce4e1d8d04bcac703e,TRUE,done,FALSE,52631,52611,4051.7,52631,52631,5310.6,2502631,383,375,27091447,0,0,22.89,
37.60.243.59:9999,96.3,A,Evo,dda998b0e1b35f408fca6a85b42e091515bb139b7bbb2d0692c5f8bd58e7f257,TRUE,done,FALSE,52669,52611,5066.4,52669,52669,9627.9,2502669,381,376,27265147,0,0,14.99,
159.89.28.205:9999,96.3,A,Regular,13a96b9eae33543cffda83a00e637ed936898ecf1871108feafee1d93923c1f7,FALSE,done,FALSE,52676,52611,7238.5,52676,52676,12946.3,2502676,380,376,27043916,0,0,11.36,
132.243.197.40:9999,96.3,A,Evo,7cb720a9e07fca4f7b87d1bf44e9f4ce7259a744f79ad65819bdce869a9c2922,TRUE,done,FALSE,52685,52611,8074.7,52685,52685,13882.4,2502685,389,376,27448991,0,0,10.23,
139.59.138.149:9999,96.3,A,Regular,f2c3014c87cf7b59bf1ad1523bd78d96de6129292c849ac1957f0dabbe6ac0f8,TRUE,done,FALSE,52688,52611,4977,52688,52688,9141.5,2502688,384,377,27204698,0,0,13.97,
132.243.197.251:9999,96.3,A,Evo,e3e75df8d892725e907f32a1dbc64eea7dd84e7ba9addec9ac2238b167a981e3,TRUE,done,FALSE,52704,52611,7854.6,52704,52704,14111.5,2502704,384,377,27226014,0,0,10.5,
104.238.167.102:9999,96.3,A,Regular,74e6422890f60e48d238ea606290b47f7e9c28d2aaa980b4de47d406ce2faff7,TRUE,done,FALSE,52649,52611,4363.7,52649,52649,8058.9,2502649,372,379,27070556,0,0,15.86,
132.243.197.252:9999,96.3,A,Evo,a24c3a804bca3f175104eee4b9e30dd7af0541e4f297f5c986db1330fafb62e5,TRUE,done,FALSE,52704,52611,8536.9,52704,52704,15069.4,2502704,376,379,27468826,0,0,9.45,
46.101.117.46:9999,96.3,A,Regular,68a511b1de6c0eb3fb37630e80023b810e68bdba888bb34e3a6dfe47f5daa0d6,FALSE,done,FALSE,52678,52611,6435.3,52678,52678,11618.5,2502677,397,377,27408845,0,0,12.02,
46.101.243.24:9999,96.3,A,Regular,738bf5cf3dedffa1d0527b553d283ad8fd46147d3893e8fc509cb5ae4c08d28f,FALSE,done,FALSE,52669,52611,5377.6,52669,52669,11023,2502669,388,378,27309761,0,0,14.64,
38.54.12.111:9999,96.3,A,Regular,e2367e1bb3b70277b86d4a48126232157c764c2771482cd7a5801a3e79b734c6,TRUE,done,FALSE,52642,52611,4350.9,52642,52642,7966.7,2502642,382,379,27218531,0,0,16.42,
192.248.175.198:9999,96.3,A,Evo,8a624886f65ed8a9ed5a0c71d259f95128d0392116a4f9ed0a3abac9b4538aca,TRUE,done,FALSE,52658,52611,4815.2,52658,52658,7818.5,2502658,381,380,26943976,0,0,16.9,
5.189.145.80:9999,96.3,A,Evo,5dd3585287d5401405c915306d7e206444d63bd0ce1b1dd190dff73de6a70502,TRUE,done,FALSE,52612,52611,4897.6,52612,52612,5294.3,2502612,419,376,26468469,0,0,21.93,
159.89.5.181:9999,96.3,A,Regular,92e1c07758afad506f794a2684e739009499eb54a313e532f9e0b3d32999119d,FALSE,done,FALSE,52660,52611,5403.4,52660,52660,9906.6,2502660,435,375,27211572,0,0,13.76,
185.193.19.214:9999,96.3,A,Regular,82a86c928fc8d2b1a63a9548e99cd72c4a7047d129b652230f6caf357b32b5e1,TRUE,done,FALSE,52643,52611,5736.9,52643,52643,11024.3,2502643,364,382,27555146,0,0,14.7,
46.101.188.248:9999,96.3,A,Regular,2fbfb08044ab399b05e71e10c067b14ddf2aa315731d6dcf6e82a7396b5f3f4e,FALSE,done,FALSE,52653,52611,3201.8,52653,52653,5870.5,2502653,379,381,26924734,0,0,22.49,
57.131.28.197:9999,96.3,A,Evo,7fb1a14495904107c7a4575781f9d23c041d76ea60244f302554c8d01fde90a0,TRUE,done,FALSE,52641,52611,4078.9,52641,52641,6992.6,2502641,377,381,27537797,0,0,18.72,
46.101.129.63:9999,96.3,A,Regular,f67a581069e034fe88126cfade2127775ffeb29d488256d1948a8ce14aa92c6e,TRUE,done,FALSE,52661,52611,5598.7,52661,52661,10830.7,2502661,411,378,27147443,0,0,12.6,
31.220.91.43:9999,96.3,A,Evo,42f6fb73273c9d12556a13058b7133e87b4d44311817edb6aaa1d42b093a1171,TRUE,done,FALSE,52638,52611,4167.1,52638,52638,7308.2,2502638,376,382,26721439,0,0,17.76,
165.22.22.156:9999,96.3,A,Regular,ca13554ba10038de90276cae67be22ffd981bd1e40adb8ee602d915b2d3cce4f,FALSE,done,FALSE,52666,52611,5503.2,52666,52666,8047,2502666,385,381,27159317,0,0,16.47,
89.35.131.219:9999,96.3,A,Evo,f0aa96fb9caadf2beec977aaa20a80577c6cc9e54ad2cdd28a9118056ff62de4,TRUE,done,FALSE,52665,52611,4961.3,52665,52665,9237.9,2502665,384,381,26999119,0,0,14.98,
185.252.232.103:9999,96.3,A,Regular,16e7175370f12ee91a8d00d3a0671f9630a5a814a4a29e9c949b6e8594b98fd8,TRUE,done,FALSE,52642,52611,5572,52642,52642,10124,2502642,386,381,27192829,0,0,14.05,
72.62.58.108:9999,96.3,A,Evo,192017c193463650e4138caf367171ed13ddbb672565eff4df05e68ae417aa7d,TRUE,done,FALSE,52639,52611,5290.3,52639,52639,8874.4,2502639,431,377,27274422,0,0,14.68,
172.104.145.166:9999,96.3,A,Regular,8cdd2315f157ce0dd4e235a16696329fa6cfca24fd34ed6b77921b1f0fc9428e,TRUE,done,FALSE,52640,52611,4319.3,52640,52640,7852,2502640,392,381,26525236,0,0,17.61,
75.119.138.9:9999,96.3,A,Evo,8b49e2381a7050aad209e3651cf0144b7b2fe43ad9ebc8a4b4f8ae443902a5dc,TRUE,done,FALSE,52663,52611,5273.3,52663,52663,8983,2502663,383,382,27330754,0,0,14.55,
209.38.226.76:9999,96.3,A,Regular,92b208206920dea1b00d8e03ffead1bf9a7e8eb76b822c56bf4d88e9d2c7824e,TRUE,done,FALSE,52634,52611,6143.8,52634,52634,10699.9,2502634,381,382,27220540,0,0,12.46,
161.97.91.217:9999,96.3,A,Evo,48c3df4efdcb08d1d237c6fe0c180be652c626421fd62f3752cb8ea0d0e35ef3,TRUE,done,FALSE,52689,52611,5596.9,52689,52689,10382,2502688,377,383,27337979,0,0,12.7,
107.189.3.74:9999,96.3,A,Regular,6b6805d4e5102995fc182174162afff34c1bd8004460f35bcf081f4518f75cbc,TRUE,done,FALSE,52642,52611,6684.6,52642,52642,8865.8,2502642,383,382,27362397,0,0,14.27,
178.128.207.85:9999,96.3,A,Regular,81a59675bf8ac45f67822fd2056d4e8d0c606517b949b4739f0b2f3ca45d259b,TRUE,done,FALSE,52674,52611,5440.8,52674,52674,10850.9,2502674,401,381,27179093,0,0,13.35,
