address,score,grade,kind,pro_tx_hash,valid,status,stale,headers_synced,headers_target,headers_per_sec,filter_headers_synced,filters_synced,filters_per_sec,advertised_height,connect_ms,avg_ping_ms,bytes_received,timeouts,validation_failures,total_secs,error
139.180.143.115:9999,99.9,A,Evo,a7b88cd65a4308c28c7ee7ab44a9575e4554331b4a17b03989d9ba532724bbe4,TRUE,done,FALSE,52690,52611,4913.3,52690,52690,8155.9,2502690,87,61,27613377,0,0,15.52,
8.219.129.70:9999,99.9,A,Regular,b83ac5fc629b9d3a5edd4719f84fc80da3afea3d9fd151d15a08c1f6a7b93c28,TRUE,done,FALSE,52687,52611,6042.3,52687,52687,10985.8,2502687,65,63,27610243,0,0,11.2,
128.199.181.159:9999,99.9,A,Regular,719585c75058fd71bd9908d02c0fb898559e2d7b5a566cfeedcab4d71f483688,FALSE,done,FALSE,52675,52611,6593.1,52675,52675,9995.9,2502675,63,63,27480883,0,0,12.43,
139.180.208.106:9999,99.9,A,Regular,db2a90e812c3c7ff178da68ceefeebe4d71e4690291913debab755f497699bd5,TRUE,done,FALSE,52690,52611,6572.7,52690,52690,11606.2,2502690,67,64,27021852,0,0,10.56,
8.219.69.81:9999,99.8,A,Regular,f109e3f44098446ccfe719666cd75a645fd4461d6e126a2afc3dd4ced3c32888,TRUE,done,FALSE,52696,52611,7314.6,52696,52696,13126.1,2502696,66,65,27422264,0,0,9.55,
8.222.140.21:9999,99.8,A,Regular,a79870e20db767a6814ecc24c6cfd50ffc79072e99815f7ebc79fe4bdefe51e3,TRUE,done,FALSE,52694,52611,5746.1,52694,52694,11069.7,2502693,95,65,27199476,0,0,11.82,
8.219.243.178:9999,99.8,A,Regular,fa862f23a72cb2173892d35137683f562f8492a3296ce4b6e5347ba52e3ec2a4,TRUE,done,FALSE,52698,52611,4027.9,52698,52698,7356.8,2502698,67,65,27280236,0,0,16.15,
8.222.134.134:9999,99.8,A,Regular,24aa1adf52fca0d0c2c60690c09ad3552ae4a3fb057347e6612cd4ed3c0616f3,TRUE,done,FALSE,52694,52611,5902.1,52694,52694,10442.7,2502694,78,65,27491499,0,0,12.08,
8.219.229.197:9999,99.8,A,Regular,f9ac1d693f3801b6b9a7f69e7e15606e0fe87d6bdeada37ea1290f9cedc1b93e,TRUE,done,FALSE,52690,52611,10704.7,52690,52690,14607.3,2502690,70,65,27663297,0,0,8.54,
178.128.109.89:9999,99.8,A,Regular,6ffa9986041e1877645338f92de2bd04070b59b50397850f5f0b9e75fba0a2ff,FALSE,done,FALSE,52683,52611,7684.3,52683,52683,13743.5,2502683,70,65,27387457,0,0,9.13,
8.219.206.45:9999,99.8,A,Regular,c05ee51d6e63e830da4f1470d41bee80b13750f23ce5968b9bdd7eaba4ea72bb,TRUE,done,FALSE,52700,52611,7328.8,52700,52700,13540.1,2502700,68,66,27563773,0,0,10.83,
159.65.2.7:9999,99.8,A,Regular,9921ce50a9209a2e5318e281bc4bbe315247a89445f5f3605308a4b6988c67bb,TRUE,done,FALSE,52678,52611,7640.7,52678,52678,13871.6,2502678,79,66,27423719,0,0,9.03,
8.222.138.140:9999,99.8,A,Regular,43c2c6bcd8e3773ec51ba8db24fe0dc731fd9d9f245518c6ee18d0619175c3f8,TRUE,done,FALSE,52694,52611,5299.8,52694,52694,10150.6,2502694,69,66,26759155,0,0,12.06,
8.219.223.247:9999,99.8,A,Regular,61e3f54ac672e1f6546b53e6bc025f8d2001c632bdc6ddb6337803abf024d5de,TRUE,done,FALSE,52700,52611,5782.2,52700,52700,10906.7,2502700,81,66,27323325,0,0,11.57,
157.230.36.164:9999,99.8,A,Regular,5e01bdeb04d57303beb96558d6f78307fccac525a474fd0edb3a019eac14b9bf,FALSE,done,FALSE,52678,52611,7138.5,52678,52678,11359.1,2502678,79,66,27260025,0,0,10.64,
8.222.145.72:9999,99.8,A,Regular,6e7ef7f5c0bb58f991fd325686afd643c3ec0ed7d4224171c6a81c89e65de515,TRUE,done,FALSE,52673,52611,3286.9,52673,52673,6300.9,2502671,76,66,27376306,0,0,19.84,
8.222.139.20:9999,99.8,A,Regular,939e638971db1279c1b3e3b10475056739d25887f924e0068662edb381adca6e,TRUE,done,FALSE,52688,52611,6823.9,52688,52688,11781.1,2502688,70,66,27558311,0,0,10.9,
8.222.146.30:9999,99.8,A,Regular,31b5394a8780a2605496136e30a356366158a4c11302885f18636e0df372f78b,TRUE,done,FALSE,52690,52611,11197.3,52690,52690,18642.3,2502690,65,67,27309851,0,0,7.09,
43.134.180.113:9999,99.8,A,Regular,43c45a4a2f2e77c0e9c2c3d48d8908c5ee131ccb0ab21a23fc9e13bac64956cf,TRUE,done,FALSE,52642,52611,5278.1,52642,52642,9561.9,2502642,73,67,27154607,0,0,13.65,
8.219.241.180:9999,99.8,A,Regular,73e89b427f159b75afa727b8d13bcd2c6e73a21c498e1bdc1d4fc8579aa3de74,TRUE,done,FALSE,52694,52611,7730.3,52694,52694,14137.3,2502694,70,67,26661967,0,0,8.78,
68.183.235.156:9999,99.8,A,Regular,7880c4325994f5b0b9ec6de4ccbbf571365a56858d5aa7c7db0936f4ee28ea71,TRUE,done,FALSE,52664,52611,8715.4,52664,52664,15572.2,2502664,71,67,27076172,0,0,8.08,
8.219.234.202:9999,99.8,A,Regular,508bb193f06cd6f0b10e7f793df3a4c4c48bed1190d79cb913c15ec017e09541,TRUE,done,FALSE,52690,52611,5293.7,52690,52690,9491.1,2502690,63,67,27456947,0,0,14.94,
8.219.160.147:9999,99.8,A,Regular,a0a4bacb1f13b9babdce7c68c0029ca79b6dd6b8f0688b9101f68a0d5a0b2947,TRUE,done,FALSE,52691,52611,5906.6,52691,52691,10583.5,2502691,77,67,27169759,0,0,12.34,
8.222.135.8:9999,99.8,A,Regular,25e415cb0d38b4d6c4b086e3af08034eb8d8a2c1a8b49e16e8333dcc2b81a106,TRUE,done,FALSE,52644,52611,3595.1,52644,52644,6300.8,2502644,72,67,27507245,0,0,18.97,
8.219.190.253:9999,99.8,A,Regular,424d69c46e0c64d506a43765f1f51c785d05efea7c673e84fa99ee56db02195e,TRUE,done,FALSE,52693,52611,2530.2,52693,52693,4744.8,2502693,74,67,27153984,0,0,24.36,
8.219.140.82:9999,99.8,A,Regular,5ac62dc18afb115331d8305d70e03f2ba1f18fa3441c307bb4dbfae710130ad3,TRUE,done,FALSE,52700,52611,5441,52700,52700,8887,2502700,78,67,27153307,0,0,13.74,
8.219.134.65:9999,99.8,A,Regular,f5f8436e793dee783991eba61098b9a6e64678df608dbd94b78072bc7e24e6f5,TRUE,done,FALSE,52701,52611,6802.6,52701,52701,11455.7,2502701,67,67,27214355,0,0,10.62,
178.128.111.214:9999,99.8,A,Regular,5e7dbaf80c99977e0633faed4f76c545901640162147d75e4c5a03fb15c716b3,TRUE,done,FALSE,52680,52611,6775.1,52680,52680,11790.9,2502680,68,67,27430996,0,0,10.22,
8.219.68.85:9999,99.8,A,Regular,33181c70746034cc5f3086a22282dd61f54aec958f257c64480ed1e0cf557568,TRUE,done,FALSE,52694,52611,4823.2,52694,52694,8385.7,2502694,78,68,27294251,0,0,14.85,
8.219.192.108:9999,99.8,A,Regular,04fe8b85a65b69501aa6cfddcb9df9d3cef6be01011c3095fa0758ec66936214,TRUE,done,FALSE,52678,52611,6052.2,52678,52678,11216.8,2502678,69,68,27549481,0,0,10.8,
45.77.171.78:9999,99.8,A,Regular,9ad1439b4b2cea6c8a0ccce8337f5ed4db17b3863ce58583b0633b4a82254d54,TRUE,done,FALSE,52678,52611,9225.1,52678,52678,16451.6,2502678,77,68,27579625,0,0,7.85,
8.219.5.90:9999,99.8,A,Regular,5a9b33b42f2d2d1b47999585a32a27e7a312a3f300a14d77bd45039108775f26,TRUE,done,FALSE,52685,52611,4206.8,52685,52685,7412.1,2502685,70,68,27553864,0,0,16.55,
8.222.146.149:9999,99.8,A,Regular,c093ce0756b052e0f4d8526b84f6ffbd618616dedcbe1435bb6df7c4063f6073,TRUE,done,FALSE,52689,52611,5419.3,52689,52689,9402.8,2502689,70,69,27674632,0,0,12.53,
207.148.78.131:9999,99.8,A,Regular,197067931ebfbd2699438eca93875cfa6a9dce054e347f1feb494c7eb8ba3ec4,TRUE,done,FALSE,52685,52611,9044.2,52685,52685,16202.7,2502685,125,69,27658142,0,0,8.02,
8.222.141.118:9999,99.8,A,Regular,67112f6e261f9d01d340c2093e6177ffaf062e0a7799d7f9a52ace30ad854275,TRUE,done,FALSE,52690,52611,8268.3,52690,52690,13782.4,2502690,66,69,27231411,0,0,8.81,
8.219.234.92:9999,99.8,A,Regular,9cc96d04a055730f14d927b22ded033e4eb17a26222eb6d4530b17dd6bd815ea,TRUE,done,FALSE,52701,52611,6347.6,52701,52701,9963.2,2502701,71,69,27407943,0,0,12.16,
8.222.147.225:9999,99.8,A,Regular,8277556e2c7b2be37bb7277675959335b91ee08a4aa5a5ea5613a3562d7af11f,TRUE,done,FALSE,52678,52611,4408,52678,52678,7423.6,2502678,69,69,27610235,0,0,16.15,
139.59.102.0:9999,99.8,A,Regular,a4fb58853347e9bda8b34de15ced5b2cf88f7c959951b8c404f940679df3035f,TRUE,done,FALSE,52666,52611,4188.3,52666,52666,8616.2,2502666,71,69,27378795,0,0,15.48,
206.189.32.97:9999,99.8,A,Regular,d5fa342fe704fa10596c29894f51931641ead5b23a108d007ccb6d6c50ec0e8a,FALSE,done,FALSE,52663,52611,7307.1,52663,52663,13223.8,2502663,69,69,27413415,0,0,9.72,
8.222.128.127:9999,99.8,A,Regular,c978ea72d30e1ba04b7a60c0b55a5ed37b357bf5881f66399865e9bd31c04043,TRUE,done,FALSE,52683,52611,4750.4,52683,52683,9227.8,2502682,67,69,27316881,0,0,13.66,
139.59.254.15:9999,99.8,A,Regular,9e491ee532b62ddd703d0825994006d57de5d24a19392857b2ea17892a611176,FALSE,done,FALSE,52678,52611,7054.4,52678,52678,11093.9,2502678,92,69,27351644,0,0,11.58,
8.219.153.43:9999,99.8,A,Regular,c2067225a31e3338a42d3914c0c8f23e8c893fc3c3d061f6e957e9d1bb0a7e64,TRUE,done,FALSE,52694,52611,8753.3,52694,52694,15444.4,2502694,75,70,27575467,0,0,8.39,
8.222.135.84:9999,99.8,A,Regular,4efba2e97af01967165f51dd89da1c205812621c71a72b95740a98be0318ea0a,TRUE,done,FALSE,52655,52611,9141.7,52655,52655,16146.1,2502655,73,70,27518938,0,0,8.26,
8.222.134.37:9999,99.8,A,Regular,8cd213b53f2f510974b33bbeabb09bf8142b5f138d504e911d981c4b9fcb0942,TRUE,done,FALSE,52680,52611,7937.4,52680,52680,15859,2502680,72,70,27138709,0,0,9.05,
8.222.146.67:9999,99.8,A,Regular,6d879aaf764e028a14002277cb696716de3174b163f67864226863515b491072,TRUE,done,FALSE,52689,52611,9205.3,52689,52689,16384.8,2502689,74,70,27412155,0,0,7.94,
8.222.128.182:9999,99.8,A,Regular,f19746a32e01e65a5d51b81e6e82de08b76f62d9c85b405f8efcfc94aee083fc,TRUE,done,FALSE,52694,52611,5242,52694,52694,9348.6,2502694,91,70,27408201,0,0,12.57,
8.219.93.245:9999,99.8,A,Regular,feb38d7b5c7e9306d7ba73536f44f3ff02f567c8f6b4d95f011272b4b1176f4e,TRUE,done,FALSE,52693,52611,5993.3,52693,52693,9120.9,2502693,75,70,27271151,0,0,13.33,
8.219.238.104:9999,99.8,A,Regular,1d20ab8c31de6039867cc8f253cf3fbf8c5050d8947766da864892f06c5960f1,TRUE,done,FALSE,52701,52611,4569.9,52701,52701,8204.7,2502701,71,71,26690403,0,0,15.19,
8.222.149.195:9999,99.8,A,Regular,feca8f779d1ea5ddb16e7f9d4434e1f2389f339abb244cb36d0948f27d89b832,TRUE,done,FALSE,52678,52611,4549.6,52678,52678,7927.9,2502678,75,71,27446356,0,0,15.04,
8.219.246.164:9999,99.8,A,Regular,006bbb3833ae0082d5b6ebb3f17243de72a4057b575cd03f3b028bddd473faf3,TRUE,done,FALSE,52701,52611,4374.2,52701,52701,7526.2,2502701,82,71,26607606,0,0,15.83,
8.219.221.32:9999,99.8,A,Regular,23a809d3949d6f77fcfd8d5094ff50660583cc25b266d9ae9b91ff6ea5f86e11,TRUE,done,FALSE,52678,52611,5991.8,52678,52678,11114.9,2502678,84,71,27538619,0,0,12.18,
188.166.190.208:9999,99.8,A,Regular,3996d65403fad9473b599a472f585b35693694a1cdc066d7d260de74f697aebd,TRUE,done,FALSE,52689,52611,9923.6,52689,52689,17586.3,2502689,73,71,27568895,0,0,7.27,
8.219.108.248:9999,99.8,A,Regular,cdc1c4b88d6a77521fd4064d2bccda332f749a9586f74ebab42c1fe3e1fa8f08,TRUE,done,FALSE,52665,52611,6096,52665,52665,11156.2,2502665,86,72,27336179,0,0,11.57,
8.219.134.88:9999,99.8,A,Regular,798e44264630a411e6f8e12eed51060dabeab18af0c86ee24ea450d129054a78,TRUE,done,FALSE,52696,52611,4758.9,52696,52696,9156.2,2502696,87,72,27212825,0,0,16.46,
8.222.129.74:9999,99.8,A,Regular,0f3ad247e0af2debcbe46cb87fda8441f65ac663a7471c5db66f1ce8c39849a6,TRUE,done,FALSE,52691,52611,6748.1,52691,52691,11803.4,2502691,93,72,27522038,0,0,11.63,
8.219.175.64:9999,99.8,A,Regular,89c8d4ecb952afa5aa828cc84cbf26d78c7288ae6ed842a8f09c8b6750b37108,TRUE,done,FALSE,52665,52611,9353.7,52665,52665,16177.5,2502665,85,72,27653895,0,0,7.8,
8.222.135.69:9999,99.8,A,Regular,cc9fda7764004877bd332a552b7dc5ddef1011d6d45ee9d8924fa972b8b6f200,TRUE,done,FALSE,52612,52611,10473.6,52612,52612,17178,2502612,99,72,26667807,0,0,6.81,
134.209.96.96:9999,99.8,A,Regular,b624b6426fbb4f622561723ed976714cdff852421ae8b5b3b539459f215457f0,TRUE,done,FALSE,52682,52611,6564.8,52682,52682,11384.5,2502682,96,72,27220205,0,0,11.8,
8.219.54.127:9999,99.8,A,Regular,0165f33db0b96c37e63b79f78cb1e590d6d097d6aac72dc421c43953c489bff4,TRUE,done,FALSE,52701,52611,4375.9,52701,52701,7749.4,2502701,73,72,26893088,0,0,15.88,
8.219.204.148:9999,99.8,A,Regular,c076d7154e3a4ac1c84befd82ee3b2582a8c35135e415736af77ea5b1a48d92f,TRUE,done,FALSE,52687,52611,6474.7,52687,52687,12972.8,2502687,108,72,27255881,0,0,11.15,
8.219.220.160:9999,99.8,A,Regular,e1395447432d77a4c41ec92a9697fdd58f62cb8b05159d3d5d1b0841b218b7b8,TRUE,done,FALSE,52700,52611,7486.1,52700,52700,13302.2,2502699,69,72,27539714,0,0,10.39,
8.219.240.153:9999,99.8,A,Regular,4f81f3b35d8b16eeab4789ddac3658fb0ebc5f2e4cdf7960ae230059ac471b66,TRUE,done,FALSE,52694,52611,4382.4,52694,52694,7898.9,2502694,73,72,26702236,0,0,15.17,
8.222.130.131:9999,99.8,A,Regular,0c571578443bb27eb1aaa51d6a9998bd62bcdfa3eac47d0552448d1649b8eccf,TRUE,done,FALSE,52693,52611,5635.7,52693,52693,9737,2502693,75,72,27502176,0,0,13.06,
167.172.65.155:9999,99.8,A,Regular,73a152b0e80fda89dee36587a662e0f6668204fd07695637a9b176b187ca7f86,TRUE,done,FALSE,52666,52611,8525.7,52666,52666,15009.2,2502666,147,73,27567606,0,0,8.38,
167.99.65.122:9999,99.8,A,Regular,8ff4f7c8d58d810d80447e86b7e4c7820af53a40650c8f20a22dd1b998a7585a,TRUE,done,FALSE,52648,52611,3801.3,52648,52648,7095.5,2502648,68,73,27179215,0,0,16.65,
8.219.239.63:9999,99.8,A,Regular,86325940f36b5dd7d4583e27c40eeac51233178223b810563225785bf0a588a3,TRUE,done,FALSE,52698,52611,4831.2,52698,52698,8682.3,2502698,174,71,27414777,0,0,15.15,
167.172.94.148:9999,99.8,A,Regular,42592a4549a1339206202c00e9d8a050ce42f5dd007eca1711f3843eef58476d,TRUE,done,FALSE,52660,52611,6769.3,52660,52660,12491.9,2502660,78,73,27235139,0,0,10.55,
8.219.145.115:9999,99.8,A,Regular,b7063cf24ff8a6b993277fa39c74d78dccbe4c520a64ff252e8d2c03eb0325a0,TRUE,done,FALSE,52698,52611,5370.2,52698,52698,10013.8,2502698,83,73,27477691,0,0,12.53,
139.59.253.22:9999,99.7,A,Regular,02ecb7d0479d8a6fa6f79425a635d6d56d205ff692979779b6f2b248280cf4fa,FALSE,done,FALSE,52688,52611,5857.7,52688,52688,9510.5,2502688,69,73,27565529,0,0,13.04,
8.219.219.186:9999,99.7,A,Regular,adb9079e4a9971734e5808bdacb2293e29171cf4684cb125cf5cc0c5eb9fd1b2,TRUE,done,FALSE,52699,52611,7164.3,52699,52699,12689.6,2502699,105,73,27584767,0,0,10.06,
8.222.130.91:9999,99.7,A,Regular,6e825c28c424de79fc325a7aee24bb60c9edd06b5bb2ce140b5edd14055dbec5,TRUE,done,FALSE,52692,52611,5367.5,52692,52692,10461.4,2502691,72,74,27544487,0,0,11.82,
8.222.136.138:9999,99.7,A,Regular,b9902ec2f7af8cd59fc5da5e6b3c86f7bf5eaecbfadb4025ebe6306a200f5e67,TRUE,done,FALSE,52688,52611,8494.6,52688,52688,14802.2,2502688,81,74,26998276,0,0,8.66,
128.199.132.146:9999,99.7,A,Regular,08ab7bceb2adf4345ae0c9a39a5b57a419f79e4013b0c32ee6a7281073055bc4,FALSE,done,FALSE,52680,52611,5063.8,52680,52680,8790.5,2502680,74,74,27233277,0,0,13.78,
134.209.111.113:9999,99.7,A,Regular,62ef39961fe73c8cb9f58ddfcb49e4e5689bdedd6e6a33c2569d78e87415fb87,FALSE,done,FALSE,52662,52611,5784.3,52662,52662,11264.3,2502661,70,74,27245494,0,0,11.03,
8.219.253.196:9999,99.7,A,Regular,c1bb9c4fabb1ebde8278464235940a3368a722d7b61d76db92b4693ee4f5234d,TRUE,done,FALSE,52692,52611,6055.2,52692,52692,10805,2502692,86,74,27174135,0,0,12.15,
8.222.147.108:9999,99.7,A,Regular,0c2679ddf6978a22d4591900eb8e2d9a64185b933750ec2eacd9d234c5c23700,TRUE,done,FALSE,52612,52611,5414,52612,52612,8567.5,2502612,74,74,25444863,0,0,12.93,
8.219.229.220:9999,99.7,A,Regular,993ea1af214cfea4b28a7d0e9601854a23a9b539b460995d770e688e2e79af58,TRUE,done,FALSE,52693,52611,6120.6,52693,52693,10988.1,2502693,76,75,27555697,0,0,11.47,
8.222.147.207:9999,99.7,A,Regular,d18cdf0c8ad824ff894742c2fbb2b4c8487df5b96677831c5f3bf3aa5ec6c1cc,TRUE,done,FALSE,52692,52611,7109.2,52692,52692,13641.8,2502692,91,75,27639068,0,0,10.31,
8.219.110.74:9999,99.7,A,Regular,bf459d7eb2c831a3cb4e0964a7f5d27f9a4592711f6c6d55bf71632360e21b1e,TRUE,done,FALSE,52680,52611,5316.6,52680,52680,9854.2,2502680,73,75,27200265,0,0,13.13,
8.219.12.154:9999,99.7,A,Regular,aa739e0dca816fd2b8deca801bdcfffe455e4948a1f058fb5e4729238d556b14,TRUE,done,FALSE,52678,52611,9284.3,52678,52678,13145.7,2502678,76,75,27236025,0,0,10.04,
8.219.152.91:9999,99.7,A,Regular,dbf9622014529c28893710944c5ee8629672cb5f64cdc66354d41412d6351091,TRUE,done,FALSE,52698,52611,5296.1,52698,52698,9237.8,2502698,97,75,27292620,0,0,12.98,
8.222.140.161:9999,99.7,A,Regular,6cdd62b5e1f6fb86a6fe59635469546d8b6436c5f38c95fbc7b9ce82903d74cf,TRUE,done,FALSE,52693,52611,9332.7,52693,52693,16893.7,2502693,77,75,27615807,0,0,7.96,
8.219.129.23:9999,99.7,A,Regular,870d07f1697c8e559e093a3b2c1f778f137ea6f193a54012fe0765f3e8ce774b,TRUE,done,FALSE,52691,52611,5103.2,52691,52691,9367.9,2502691,80,75,27596214,0,0,14.13,
8.219.136.60:9999,99.7,A,Regular,51ed044c17ba86d781b2302bf75ed4bbac471f89fe8b867bda99db145868fa44,TRUE,done,FALSE,52691,52611,5388.3,52691,52691,9765.5,2502691,78,75,27475119,0,0,12.65,
8.219.177.137:9999,99.7,A,Regular,ca3f6bcd1ec429fa910eae0decffa4d61c100523cf5d80ff05aa147028c738f9,TRUE,done,FALSE,52701,52611,5700.1,52701,52701,10788.5,2502701,82,75,27079879,0,0,12.05,
8.222.132.84:9999,99.7,A,Regular,45dad6e458c12a3799278872264fef5ea25bdfbc6548566a8be3b4f362444c9d,TRUE,done,FALSE,52690,52611,4904.8,52690,52690,7658.9,2502690,117,76,27187006,0,0,16.21,
8.219.245.11:9999,99.7,A,Regular,dfbe46fe65e89f0bcd88ffa2ad62fadaa585720a8b70439b7759190121168d32,TRUE,done,FALSE,52688,52611,7331.2,52688,52688,12006.1,2502688,101,76,27332137,0,0,10.68,
174.138.24.25:9999,99.7,A,Regular,6ba91e3f30bb9552bd8ce4eb737ffb7952ca51a8ca5514153a27fd1a2772eacf,TRUE,done,FALSE,52660,52611,6689.5,52660,52660,11984.3,2502660,82,76,26945691,0,0,11.05,
8.219.228.99:9999,99.7,A,Regular,b3fade6a0306792d3fbc1e592bb1a6382fd6f2672b222c06b7df2f00641f4503,TRUE,done,FALSE,52645,52611,6111.2,52645,52645,11150.8,2502645,95,76,27539301,0,0,12.5,
8.219.178.166:9999,99.7,A,Regular,a8ad1ffc7dba3f26df28095cd992de838cebc8bdf4ff0a63a33a3f620ea5cf8e,TRUE,done,FALSE,52697,52611,6057.1,52697,52697,11365,2502697,76,76,27221283,0,0,10.64,
134.209.105.161:9999,99.7,A,Regular,b10caecf526d697fcb63334f4606c4724a0b05f46addf1029c7a263bcf631dfc,TRUE,done,FALSE,52685,52611,6098.8,52685,52685,10747.1,2502685,70,76,27504620,0,0,12.33,
157.230.40.234:9999,99.7,A,Regular,98692a48ddf42ab94660b51116b626fbf23abff5f50f67769dedae1f80183aa7,FALSE,done,FALSE,52678,52611,7663.6,52678,52678,14928.5,2502677,107,76,27479104,0,0,8.53,
8.219.83.30:9999,99.7,A,Regular,17e81fa5c464c117f29ac34cec5a6e7d4888aec9dcf9890d5f23a1e6f3540c62,TRUE,done,FALSE,52694,52611,8962.4,52694,52694,16524.7,2502694,84,76,27239595,0,0,8.03,
188.166.218.79:9999,99.7,A,Regular,11925c7e5678800cb473f3d759a492ba6b93d94fa5cd61386b0bbab3876d9d75,TRUE,done,FALSE,52685,52611,5247.3,52685,52685,9712.7,2502685,154,76,27370028,0,0,12.39,
8.219.217.58:9999,99.7,A,Regular,556f8386270a9d45640d3c09dd8d46a9b6cd15366d6f9c35624ab0887f942f3c,TRUE,done,FALSE,52690,52611,7642.6,52690,52690,12216.4,2502690,78,77,27494048,0,0,10.37,
139.59.243.194:9999,99.7,A,Regular,cd10332e29250b009b81be26bf842562f8bd0d3200f477da9e0b3200a332a23d,TRUE,done,FALSE,52660,52611,7622.1,52660,52660,13061.7,2502660,72,77,26899588,0,0,9.51,
8.219.249.223:9999,99.7,A,Regular,127d904cd14ac64ac9952097c1de727aa2542e1c048785d1c864f2164add122a,TRUE,done,FALSE,52687,52611,7897.6,52687,52687,14394.2,2502687,82,77,27543959,0,0,9.82,
8.222.134.140:9999,99.7,A,Regular,ccb17d612bdef05e2170dc79fc8d9a9d66a461f31ae23ecd2410e95feb9d7948,TRUE,done,FALSE,52685,52611,6777.6,52685,52685,13433.1,2502685,84,77,27284045,0,0,10.37,
8.219.185.232:9999,99.7,A,Regular,ea41ae9beac1d9283e4ea2f91b9fa6586b74cacc6deea5477a2956ee49aa9200,TRUE,done,FALSE,52612,52611,9842.7,52612,52612,14380.4,2502612,81,77,26472543,0,0,8.07,
188.166.190.73:9999,99.7,A,Regular,a2188091fac602256efb33fdc828ae2b8177b1fe489e4808436f1b8f8ccc0b3b,FALSE,done,FALSE,52660,52611,4278.3,52660,52660,7602.6,2502660,73,77,27528116,0,0,16.6,
8.219.154.12:9999,99.7,A,Regular,7c5fbaba600abd96698ebe205b4c7d4e4d2e0b8d35a35a26297fbd002a40490f,TRUE,done,FALSE,52673,52611,5135.9,52673,52673,10180,2502673,100,77,27624505,0,0,13.8,
8.222.131.209:9999,99.7,A,Regular,9103a3796483da758919c7e2eb5c5104f73d8916a6f860ca6ecb0eeaa6c46d39,TRUE,done,FALSE,52680,52611,6581.6,52680,52680,11590.6,2502680,83,77,26818659,0,0,11.19,
8.219.253.60:9999,99.7,A,Regular,2eb69b5f24680434af1582fe2b6e4706c2851e8a150bb76e1a08927c846cd63a,TRUE,done,FALSE,52689,52611,6311,52689,52689,11460.4,2502689,100,77,27528264,0,0,10.97,
8.219.205.129:9999,99.7,A,Regular,a0b7c359af4904aabb9b7c3f74d6b8dbce82037c0e3afe94252a64aeea04ae1d,TRUE,done,FALSE,52679,52611,8330.7,52679,52679,14440.6,2502679,91,77,26578688,0,0,8.73,
8.219.143.36:9999,99.7,A,Regular,13760933ec7b4b42d1813ba675a264bf17def4545b90cfec02b9e71f1cd310c4,TRUE,done,FALSE,52700,52611,5019.2,52700,52700,9538.2,2502700,100,77,27203325,0,0,13.45,
8.219.0.187:9999,99.7,A,Regular,560fed2cc7f67be44c4c81fc82e2d514bd529af0d7332ba8cadf693644618be3,TRUE,done,FALSE,52700,52611,6935,52700,52700,12156,2502700,72,78,27217225,0,0,10.25,
8.219.251.8:9999,99.7,A,Regular,df9f9e2458bb8920c33f121b855ad7f18cb244e4563fd59b746e251f6eec3328,TRUE,done,FALSE,52685,52611,10333.9,52685,52685,18221.7,2502685,87,78,27716685,0,0,7.29,
8.219.242.77:9999,99.7,A,Regular,216283c8488447cca2c97ad8359f5268ed2df1f543f08af1b6f7d6246a01ec6f,TRUE,done,FALSE,52694,52611,5723.2,52694,52694,10090.1,2502694,79,78,27308619,0,0,11.98,
8.222.137.173:9999,99.7,A,Regular,56e6bb0d819c9fd6366353ae7a9beb4413936d1a8f083a418f1674df4c4ef706,TRUE,done,FALSE,52645,52611,5430.4,52645,52645,10372.4,2502644,76,78,27107577,0,0,12.94,
8.222.147.169:9999,99.7,A,Regular,8045ab9ca2f4781a245ac5836f3f1ff65a863f7573dd7ddb7b85a2b4c4f3dc17,TRUE,done,FALSE,52673,52611,3596.4,52673,52673,6848.5,2502671,69,78,27183755,0,0,18,
8.222.130.123:9999,99.7,A,Regular,ca2aea143c4545cc693fc8a415361250631e16f6480942aa818ea25fc1f93954,TRUE,done,FALSE,52687,52611,8288.1,52687,52687,15286.4,2502687,85,78,27485761,0,0,8.44,
8.222.130.18:9999,99.7,A,Regular,179429fd62c2c36f65cbd0970f958d30061946665bb84a7d281b1b1914eef747,TRUE,done,FALSE,52683,52611,5505.1,52683,52683,10804.7,2502682,94,79,27501275,0,0,12.67,
8.222.140.126:9999,99.7,A,Regular,714300dc3d1321bb6dcc6ac9de98a37b4cc16059f8afa46cfcb0f9dcc2c01d0f,TRUE,done,FALSE,52655,52611,5969.1,52655,52655,10338.9,2502655,85,79,27186157,0,0,11.79,
8.219.173.78:9999,99.7,A,Regular,7838bb40bc802a6dc137c5505bc0de1ece9161af4b5910a8dbd9d6021da79870,TRUE,done,FALSE,52694,52611,8922.9,52694,52694,16677,2502694,81,79,27416171,0,0,7.84,
8.219.193.162:9999,99.7,A,Regular,ed4cc165d484cc63465822e9962e6a351c4e7933a9356580de571a07e4688c28,TRUE,done,FALSE,52687,52611,8765.7,52687,52687,16414.4,2502687,101,80,27219459,0,0,8.55,
8.219.56.203:9999,99.7,A,Regular,f771b896eabaf2e29b04237b1874401d604d141e548c5e530d04ef561a559222,TRUE,done,FALSE,52683,52611,8847.3,52683,52683,13827.3,2502683,76,81,27579380,0,0,9.46,
